,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,지번주소,도로명주소,도로명우편번호,사업장명,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y)
289146,1,영업/정상,1,영업,서울특별시 강남구 청담동 57-2번지 ,서울특별시 강남구 도산대로94길 20 지상1층 (청담동),6071,커피엠스테이블(COFFEE M STABLE),I,2018.8.31 23:59,기타,204493.2696,446843.3243
289319,1,영업/정상,1,영업,서울특별시 강남구 역삼동 636-22번지 ,서울특별시 강남구 강남대로94길 55 지상1층 (역삼동),6130,커피온더스트릿,I,2018.8.31 23:59,한식,202729.953,444258.9405
291509,1,영업/정상,1,영업,서울특별시 강남구 삼성동 161-17번지 경진빌딩 ,서울특별시 강남구 영동대로106길 17 경진빌딩 지상1층 (삼성동),6170,커피온리 봉은사역점,I,2018.12.1 2:20,분식,205454.555,445726.295
286509,1,영업/정상,1,영업,서울특별시 강남구 대치동 906-15번지 지상1층3호 ,서울특별시 강남구 선릉로76길 38 (대치동지상1층3호),6197,커피웍스,I,2018.8.31 23:59,분식,204671.3761,444432.3538
282758,1,영업/정상,1,영업,서울특별시 강남구 대치동 977,서울특별시 강남구 도곡로93길 23 대치르엘아파트 상가101동 지하1층 S101호 (대치동),6190,커피인류 대치르엘점,U,2021.12.8 23:05,기타,205662.4502,444415.5006
290662,1,영업/정상,1,영업,서울특별시 강남구 대치동 999-12 대신빌딩 ,서울특별시 강남구 영동대로82길 29 대신빌딩 지하1층 (대치동),6175,커피인류 대치삼성점,U,2021.10.14 2:40,기타,205859.855,445042.765
287241,1,영업/정상,1,영업,서울특별시 강남구 역삼동 836-34번지 지하1층101호 ,서울특별시 강남구 강남대로66길 36 (역삼동지하1층101호),6254,커피쟁이드림,I,2018.8.31 23:59,분식,202918.271,443355.0167
288518,1,영업/정상,1,영업,서울특별시 강남구 삼성동 51-3번지 ,서울특별시 강남구 삼성로111길 7 103호 (삼성동 현대빌딩),6095,커피정립 삼성중앙점,U,2019.10.26 2:40,까페,204578.4185,445676.1153
281883,1,영업/정상,1,영업,서울특별시 강남구 대치동 999-2 ,서울특별시 강남구 테헤란로114길 20 지하1층 B102호 (대치동),6175,커피진심 베이커리,I,2021.5.23 0:22,김밥(도시락),205828.5597,445126.3944
286223,1,영업/정상,1,영업,서울특별시 강남구 청담동 34-9번지 지상1층 ,서울특별시 강남구 학동로67길 12 지상1층 (청담동),6068,커피캣츠웰,I,2018.8.31 23:59,까페,204063.2402,446315.4523
288535,1,영업/정상,1,영업,서울특별시 강남구 역삼동 819-7번지 대승빌딩 지상1층 ,서울특별시 강남구 강남대로92길 17 지상1층 (역삼동 대승빌딩),6134,커피커피플리즈,U,2019.8.7 2:40,까페,202475.6533,444101.8776
283949,1,영업/정상,1,영업,서울특별시 강남구 일원동 645-6번지 ,서울특별시 강남구 일원로9길 62 지상1층 103호 (일원동),6342,커피트리,I,2020.1.10 0:23,기타,207587.6567,443169.8689
291126,1,영업/정상,1,영업,서울특별시 강남구 대치동 920-22번지 ,서울특별시 강남구 역삼로64길 26 103호 (대치동),6199,커피파로스 대치점,I,2019.6.14 2:21,기타,204644.624,444138.8785
280987,1,영업/정상,1,영업,서울특별시 강남구 논현동 81-10 ,서울특별시 강남구 논현로134길 9 1층 (논현동),6052,커피프리덤,I,2021.3.11 0:23,기타,202667.2767,445939.0827
290244,1,영업/정상,1,영업,서울특별시 강남구 대치동 943-24,서울특별시 강남구 테헤란로88길 10 1층 103호 (대치동 신안메트로칸),6179,커피하우스,U,2021.12.8 23:01,기타,205185.5697,444964.4387
291349,1,영업/정상,1,영업,서울특별시 강남구 역삼동 792-53번지 성우빌딩 지상1층 ,서울특별시 강남구 역삼로20길 12 성우빌딩 지상1층 (역삼동),6249,커피효과,I,2019.2.20 2:21,기타,203257.7455,443583.5947
282542,1,영업/정상,1,영업,서울특별시 강남구 신사동 549-4 ,서울특별시 강남구 압구정로 138 지상1층 (신사동),6029,커피효과(COFFEEHYOGUA),I,2021.11.28 0:22,경양식,202035.765,446931.54
288177,1,영업/정상,1,영업,서울특별시 강남구 대치동 929-11번지 대치빌딩 지상1층 102호,서울특별시 강남구 도곡로77길 26 지상1층 102호 (대치동 대치빌딩),6203,커핀그루나루대치목련공원점,I,2018.8.31 23:59,까페,205070.3828,444198.4344
280992,1,영업/정상,1,영업,서울특별시 강남구 압구정동 429 현대백화점본점 ,서울특별시 강남구 압구정로 165 현대백화점본점 지하1층 (압구정동),6001,컨버터,I,2021.4.23 0:22,기타,202358.5057,447232.9557
290067,1,영업/정상,1,영업,서울특별시 강남구 논현동 215 헤리츠타워 ,서울특별시 강남구 논현로 662 헤리츠타워 지하1층지상34층 (논현동),6105,컨벤션헤리츠,U,2021.3.28 2:40,뷔페식,202711.5721,445670.2268
284486,1,영업/정상,1,영업,서울특별시 강남구 신사동 509-0 ,서울특별시 강남구 강남대로158길 10 (신사동),6034,컨텐츠 커피,U,2021.12.7 2:40,한식,201681.024,446273.4613
282663,1,영업/정상,1,영업,서울특별시 강남구 논현동 135-6 ,서울특별시 강남구 학동로20길 12 지상1층 (논현동),6113,컨트롤브이,I,2021.11.5 0:22,한식,202419.8453,445561.6076
280123,1,영업/정상,1,영업,서울특별시 강남구 대치동 937번지 ,서울특별시 강남구 도곡로 401 지하1층 (대치동 롯데백화점 강남점),6206,컨트리맨즈 강남점,U,2019.7.7 2:40,경양식,204669.5434,443873.6212
286033,1,영업/정상,1,영업,서울특별시 강남구 신사동 543 ,서울특별시 강남구 논현로153길 53 지상1층 5호 (신사동),6036,컨플릭트 스토어 커피,U,2022.2.17 2:40,기타,202047.422,446436.9052
287684,1,영업/정상,1,영업,서울특별시 강남구 신사동 534-1번지 ,서울특별시 강남구 압구정로10길 33 지하1층 (신사동),6028,컬렉션,I,2018.8.31 23:59,까페,201898.1903,446582.2201
288802,1,영업/정상,1,영업,서울특별시 강남구 신사동 534번지 지상1층 ,서울특별시 강남구 압구정로10길 33 지상1층 (신사동),6028,컬렉션 서울,I,2018.8.31 23:59,기타,201891.9648,446581.2101
288803,1,영업/정상,1,영업,서울특별시 강남구 신사동 534번지 지상2층 ,서울특별시 강남구 압구정로10길 33 지상2층 (신사동),6028,컬렉션 서울,I,2018.8.31 23:59,기타,201891.9648,446581.2101
291429,1,영업/정상,1,영업,서울특별시 강남구 신사동 578-1번지 ,서울특별시 강남구 논현로175길 11 지상1층 (신사동),6030,컴스고스(comesgoes),I,2019.2.3 2:21,경양식,202368.8854,447078.0534
281858,1,영업/정상,1,영업,서울특별시 강남구 논현동 138-23 ,서울특별시 강남구 강남대로124길 45 지상1층 (논현동),6113,컴앤쉽 (come N'sip),I,2021.6.16 0:22,기타,202213.6654,445295.2735
286663,1,영업/정상,1,영업,서울특별시 강남구 대치동 891-23 지상1층 107호 ,서울특별시 강남구 선릉로90길 56 (대치동지상1층 107호),6194,컴포즈커피 대치점,U,2020.9.4 2:40,분식,204662.7471,444764.0934
284587,1,영업/정상,1,영업,서울특별시 강남구 대치동 936 ,서울특별시 강남구 선릉로 312 1층 2호 (대치동),6206,컴포즈커피 대치한티점,U,2021.4.7 2:40,한식,204588.1879,443925.2445
282348,1,영업/정상,1,영업,서울특별시 강남구 역삼동 828-21 뜨라네 ,서울특별시 강남구 테헤란로10길 25 105호 (역삼동 뜨라네),6239,컴포즈커피 역삼테헤란로점,I,2020.7.5 0:23,기타,202849.5416,443930.6528
288728,1,영업/정상,1,영업,서울특별시 강남구 삼성동 142-3 ,서울특별시 강남구 테헤란로63길 12 B동 지상1층 102호 (삼성동 LG선릉에클라트B),6160,컴포즈커피 테헤란로점,U,2020.12.12 2:40,김밥(도시락),204433.3414,444884.6175
480733,1,영업/정상,1,영업,서울특별시 강남구 역삼동 735-36,서울특별시 강남구 테헤란로20길 18 1층 (역삼동),6235,케그브루 역삼점,U,2021.12.4 23:05,기타,202975.0459,444034.6598
471714,1,영업/정상,1,영업,서울특별시 강남구 역삼동 636-21,서울특별시 강남구 강남대로94길 55-3 지상1층 (역삼동),6130,케그샵 프리미엄수제맥주&전통주셀렉샵 강남점,I,2021.12.6 0:08,호프/통닭,202724.5541,444273.5042
282125,1,영업/정상,1,영업,서울특별시 강남구 논현동 98-6 ,서울특별시 강남구 언주로148길 6 지하1층 (논현동),6057,케렌시아.장금이네,U,2021.7.28 2:40,한식,203034.6588,446445.5359
288171,1,영업/정상,1,영업,서울특별시 강남구 삼성동 159-0번지 기존컨벤션센터 지하1층 H105호,서울특별시 강남구 영동대로 513 지하1층 H105호 (삼성동 기존컨벤션센터),6164,케르반레스토랑 코엑스점,U,2019.12.25 2:40,경양식,205130.5917,445590.0968
283895,1,영업/정상,1,영업,서울특별시 강남구 역삼동 711-6 ,서울특별시 강남구 언주로 408 지하1층 B13호 (역삼동),6214,케빈스보일링크랩 역삼점,U,2021.5.5 2:40,경양식,203882.778,444136.167
286771,1,영업/정상,1,영업,서울특별시 강남구 역삼동 809-2번지 지상2층 ,서울특별시 강남구 봉은사로2길 10 (역삼동지상2층),6123,케씨,I,2018.8.31 23:59,경양식,202184.184,444638.0553
282878,1,영업/정상,1,영업,서울특별시 강남구 신사동 569-18 ,서울특별시 강남구 논현로161길 16 지하1층 (신사동),6031,케이(K)보드게임카페,U,2020.7.24 2:40,분식,202304.1505,446821.2779
38427,1,영업/정상,1,영업,서울특별시 강남구 삼성동 129-17,서울특별시 강남구 삼성로95길 14 지상1층 (삼성동),6157,케이더블유,I,2021.12.7 23:09,한식,204754.3958,445098.6883
283975,1,영업/정상,1,영업,서울특별시 강남구 역삼동 832-12번지 ,서울특별시 강남구 역삼로2길 16 지하1층 (역삼동),6252,케이보드카페,I,2020.2.26 0:23,한식,202697.89,443335.355
281948,1,영업/정상,1,영업,서울특별시 강남구 삼성동 38-30 청림빌딩 ,서울특별시 강남구 봉은사로 415 청림빌딩 지하1층 주방 4호 (삼성동),6097,케이에스로얄컴퍼니,I,2021.9.1 0:22,외국음식전문점(인도태국등),203961.2889,445431.5514
290118,1,영업/정상,1,영업,서울특별시 강남구 대치동 987-20번지 지상1층 ,서울특별시 강남구 도곡로 517 지상1층 (대치동),6190,케이에프씨 대치동,I,2018.8.31 23:59,기타,205496.2049,444183.1618
289562,1,영업/정상,1,영업,서울특별시 강남구 논현동 208-7 ,서울특별시 강남구 학동로 218 1층 (논현동),6104,케이에프씨 학동역점,U,2021.1.31 2:40,기타,202847.1231,445791.6506
289205,1,영업/정상,1,영업,서울특별시 강남구 삼성동 1번지 ,서울특별시 강남구 학동로 402 1층 (삼성동),6088,케이에프씨강남구청역매장,U,2020.2.1 2:40,기타,203625.2929,446085.6574
468762,1,영업/정상,1,영업,서울특별시 강남구 청담동 125-4,서울특별시 강남구 압구정로79길 54 지상2층 (청담동),6013,케이엠지엠 한국마인드게임멤버스,I,2021.12.3 23:04,외국음식전문점(인도태국등),204491.9024,447016.1014
473016,1,영업/정상,1,영업,서울특별시 강남구 논현동 165-13,서울특별시 강남구 봉은사로1길 33 지상3층 (논현동),6119,케이엠지엠(KMGM) 논현점,I,2021.12.5 23:01,분식,202064.6968,444955.8426
289024,1,영업/정상,1,영업,서울특별시 강남구 개포동 660-12번지 1호동2호 ,서울특별시 강남구 개포로 310 (개포동1호동2호),6321,케이준치킨,I,2018.8.31 23:59,통닭(치킨),205191.2572,441901.0817
284534,1,영업/정상,1,영업,서울특별시 강남구 논현동 163번지 ,서울특별시 강남구 강남대로124길 10 지상1층 (논현동),6114,케이커피앤 경성꽈배기,U,2019.11.10 2:40,분식,202006.1458,445181.7742
286440,1,영업/정상,1,영업,서울특별시 강남구 신사동 532-4번지 지상1층 ,서울특별시 강남구 압구정로10길 13 지상1층 103호 (신사동),6028,케이크 에비뉴,I,2018.8.31 23:59,경양식,201882.0096,446710.1933
286988,1,영업/정상,1,영업,서울특별시 강남구 청담동 92-3번지 지상9층 ,서울특별시 강남구 도산대로 435 (청담동지상9층),6016,케이투,I,2018.8.31 23:59,경양식,203748.3681,446864.2975
282050,1,영업/정상,1,영업,서울특별시 강남구 대치동 956-8 ,서울특별시 강남구 삼성로84길 29 지하1층 (대치동),6184,케이팝서포터즈 협동조합,I,2021.9.12 0:22,한식,205230.4507,444866.2983
287757,1,영업/정상,1,영업,서울특별시 강남구 청담동 49-24 ,서울특별시 강남구 도산대로90길 16 1층 (청담동),6070,케이하우스(K House),U,2021.5.8 2:40,일식,204255.2774,446816.6827
291254,1,영업/정상,1,영업,서울특별시 강남구 신사동 631-28번지 ,서울특별시 강남구 언주로152길 15-3 지상2층 (신사동),6021,켄,I,2019.5.26 2:20,일식,203006.3128,446753.7999
286948,1,영업/정상,1,영업,서울특별시 강남구 삼성동 149-2번지 시대제1빌딩 ,서울특별시 강남구 삼성로108길 18 지상1층 111 112호 (삼성동 시대제1빌딩),6165,켄마,I,2018.8.31 23:59,경양식,204856.7841,445536.4759
284636,1,영업/정상,1,영업,서울특별시 강남구 신사동 540-21번지 ,서울특별시 강남구 강남대로152길 63 지하1지상1층 (신사동),6036,켄카,I,2018.8.31 23:59,일식,202072.1013,446300.6282
287728,1,영업/정상,1,영업,서울특별시 강남구 역삼동 831-45 지상1층 104호 ,서울특별시 강남구 역삼로 109 (역삼동지상1층 104호),6242,켄홈,U,2020.11.25 2:40,분식,202673.0997,443495.6743
282728,1,영업/정상,1,영업,서울특별시 강남구 논현동 63-6 ,서울특별시 강남구 언주로149길 5 지상2층 (논현동),6048,켈리 더 쿡(Kelly the cook),I,2021.10.31 0:22,한식,202910.1756,446473.4935
476727,1,영업/정상,1,영업,서울특별시 강남구 삼성동 152-4,서울특별시 강남구 테헤란로81길 62-5 지하1층지상1층 (삼성동),6166,켈리(Kelly),I,2021.12.8 0:07,라이브카페,204882.7817,445393.6036
289545,1,영업/정상,1,영업,서울특별시 강남구 역삼동 643-14번지 지상1층 ,서울특별시 강남구 테헤란로25길 15-10 (역삼동지상1층),6131,켈리스바,I,2018.8.31 23:59,경양식,202979.931,444398.5957
280689,1,영업/정상,1,영업,서울특별시 강남구 삼성동 35-11번지 지하1층 ,서울특별시 강남구 선릉로 608 (삼성동지하1층),6097,켈리스커피,I,2018.8.31 23:59,경양식,203804.2877,445446.4596
469739,1,영업/정상,1,영업,서울특별시 강남구 대치동 911-14,서울특별시 강남구 역삼로78길 6 지상1층 (대치동),6201,코끼리냉면 2플러스1,I,2021.12.4 22:09,한식,204950.1107,444421.6939
282161,1,영업/정상,1,영업,서울특별시 강남구 역삼동 832-33 성우스타우스오피스텔 ,서울특별시 강남구 역삼로4길 16 성우스타우스오피스텔 지하1층 비08호 (역삼동),6252,코끼리등갈비,I,2021.7.17 0:22,한식,202762.269,443356.7877
281978,1,영업/정상,1,영업,서울특별시 강남구 논현동 236-3 삼전빌딩 ,서울특별시 강남구 봉은사로37길 7-7 삼전빌딩 지상1층 (논현동),6109,코끼리쌀국수,U,2022.2.18 2:40,외국음식전문점(인도태국등),203149.0581,445155.2745
471717,1,영업/정상,1,영업,서울특별시 강남구 논현동 181-9,서울특별시 강남구 강남대로118길 45 지상12층 (논현동),6119,코나모즈,I,2021.12.6 0:08,한식,202288.4516,445027.9393
280259,1,영업/정상,1,영업,서울특별시 강남구 청담동 83-12 ,서울특별시 강남구 선릉로162길 16 지하1층 (청담동),6014,코난청담,U,2022.2.22 2:40,기타,203614.8528,447162.6033
290029,1,영업/정상,1,영업,서울특별시 강남구 역삼동 689-10번지 ,서울특별시 강남구 언주로 528 1층 (역삼동),6147,코난커피,I,2018.8.31 23:59,기타,203624.5093,444823.6328
280959,1,영업/정상,1,영업,서울특별시 강남구 논현동 12-15 (지상1층) ,서울특별시 강남구 도산대로12길 14 (논현동(지상1층)),6039,코너드 커피,U,2021.12.31 2:40,경양식,202041.7158,446074.0606
478145,1,영업/정상,1,영업,서울특별시 강남구 대치동 995-14 지상1층,서울특별시 강남구 테헤란로 606 (대치동지상1층),6174,코너스톤,U,2021.12.7 23:04,경양식,205601.904,445151.5095
282036,1,영업/정상,1,영업,서울특별시 강남구 대치동 962-13 ,서울특별시 강남구 삼성로70길 6 지상1층 (대치동),6186,코너스톤디,I,2021.9.19 0:22,기타,205226.2738,444431.5088
284961,1,영업/정상,1,영업,서울특별시 강남구 개포동 14-1번지 지하1층 104호-106호 ,서울특별시 강남구 개포로109길 34 지하1층 104호-106호 (개포동),6336,코다리밥상,I,2018.8.31 23:59,한식,206794.1448,443559.6179
285358,1,영업/정상,1,영업,서울특별시 강남구 신사동 548-4번지 지하1층 ,서울특별시 강남구 압구정로14길 6 (신사동지하1층),6029,코다차야,I,2018.8.31 23:59,경양식,201959.1427,446847.5641
284039,1,영업/정상,1,영업,서울특별시 강남구 역삼동 808-5번지 ,서울특별시 강남구 강남대로 468 지하2층 (역삼동 외4필지),6123,코다차야 강남점,I,2018.8.31 23:59,한식,202150.899,444665.5848
467890,1,영업/정상,1,영업,서울특별시 강남구 신사동 636-14,서울특별시 강남구 언주로172길 12 지상1층 (신사동),6017,코드로 파라다이스 압구정로데오 본점,I,2021.12.4 22:05,외국음식전문점(인도태국등),202994.8831,447266.5723
470182,1,영업/정상,1,영업,서울특별시 강남구 신사동 657-11 지하1층,서울특별시 강남구 선릉로157길 25 지하1층 (신사동),6018,코레아노스 데낄라 라운지(코텔라) COTELA by LGC,U,2021.12.6 22:00,경양식,203264.041,447101.5385
476405,1,영업/정상,1,영업,서울특별시 강남구 역삼동 700-17,서울특별시 강남구 언주로94길 9 지상12층 (역삼동),6147,코르바니 선릉,U,2021.12.5 22:02,경양식,203721.2808,444701.6744
281337,1,영업/정상,1,영업,서울특별시 강남구 신사동 653-10 주현빌딩 ,서울특별시 강남구 도산대로51길 13 주현빌딩 지하1층 (신사동),6019,코르트 스튜디오(COURTE STUDIOS),I,2020.10.25 0:23,경양식,203273.7578,446851.5978
284615,1,영업/정상,1,영업,서울특별시 강남구 청담동 125-6번지 지상6층 ,서울특별시 강남구 압구정로79길 56 (청담동지상6층),6013,코리아하우스,I,2018.8.31 23:59,경양식,204507.8226,447018.5115
284918,1,영업/정상,1,영업,서울특별시 강남구 청담동 125-6번지 지상1층2층 ,서울특별시 강남구 압구정로79길 56 (청담동지상1층2층),6013,코리아하우스,I,2018.8.31 23:59,한식,204507.8226,447018.5115
283802,1,영업/정상,1,영업,서울특별시 강남구 논현동 86-14 ,서울특별시 강남구 학동로31길 15 지상1층 (논현동),6052,코마츠(KOMATSU),U,2022.2.8 2:40,일식,202727.5577,445933.9901
287096,1,영업/정상,1,영업,서울특별시 강남구 청담동 53-7번지 지상14층 ,서울특별시 강남구 영동대로 737 (청담동지상14층),6071,코머스,I,2018.8.31 23:59,경양식,204714.7585,446852.0784
287688,1,영업/정상,1,영업,서울특별시 강남구 신사동 647-23번지 ,서울특별시 강남구 선릉로153길 34 1층 (신사동 우측),6020,코메,U,2019.7.5 2:40,기타,203168.8181,446952.8492
290768,1,영업/정상,1,영업,서울특별시 강남구 신사동 551-35 ,서울특별시 강남구 논현로161길 49 지하1층 B01호 (신사동),6029,코모루,U,2022.2.11 2:40,패밀리레스트랑,202084.1385,446702.4138
281889,1,영업/정상,1,영업,서울특별시 강남구 역삼동 722 경남아파트 ,서울특별시 강남구 언주로85길 13 상가동 지상1층 108호 (역삼동 경남아파트),6222,코미도리,I,2021.5.9 0:23,일식,203671.6457,444263.0752
284522,1,영업/정상,1,영업,서울특별시 강남구 삼성동 159 ,서울특별시 강남구 봉은사로 524 3층 (삼성동 인터컨티넨탈 서울 코엑스),6164,코스모라운지,U,2022.1.13 2:40,경양식,205130.5917,445590.0968
440310,1,영업/정상,1,영업,서울특별시 강남구 대치동 316 은마아파트,서울특별시 강남구 삼성로 212 은마상가A블럭동 지하1층 55호 (대치동 은마아파트),6284,코스모스,I,2021.12.6 23:03,한식,205707.0894,443914.1941
290140,1,영업/정상,1,영업,서울특별시 강남구 논현동 182-0번지 지상2층 ,서울특별시 강남구 봉은사로1길 34 (논현동지상2층),6119,코스모왕 양꼬치,U,2019.6.21 2:40,경양식,202085.7857,444971.0946
289557,1,영업/정상,1,영업,서울특별시 강남구 삼성동 159-0번지 컨벤션센터 코엑스몰 지하1층 J-107호,서울특별시 강남구 영동대로 513 지하1층 J-107호 (삼성동 컨벤션센터 코엑스몰),6164,코엑스 뽀모도로,I,2018.8.31 23:59,경양식,205130.5917,445590.0968
289472,1,영업/정상,1,영업,서울특별시 강남구 삼성동 159 코엑스 ,서울특별시 강남구 영동대로 513 코엑스 코엑스1층 (삼성동),6164,코엑스 캐터링,U,2021.5.1 2:40,기타,205130.5917,445590.0968
288575,1,영업/정상,1,영업,서울특별시 강남구 삼성동 159 지상23층 ,서울특별시 강남구 영동대로 513 지상23층 (삼성동),6164,코엑스연회(GRAMERCY 셰프투고),U,2021.5.2 2:40,경양식,205130.5917,445590.0968
291544,1,영업/정상,1,영업,서울특별시 강남구 신사동 613-5 캐럴라인타워 ,서울특별시 강남구 압구정로32길 11 캐럴라인타워 지상1층 107호 (신사동),6022,코이라멘 압구정점,I,2020.8.5 0:23,일식,202601.2166,447186.6595
280081,1,영업/정상,1,영업,서울특별시 강남구 대치동 922-17번지 ,서울특별시 강남구 선릉로64길 11-5 1층 102호 (대치동),6205,코이라멘 한티역점,I,2018.12.16 2:20,기타,204605.0529,444012.4198
282461,1,영업/정상,1,영업,서울특별시 강남구 신사동 560-1번지 ,서울특별시 강남구 논현로153길 43 지하1층 (신사동),6037,코이에(KOIE),I,2018.8.31 23:59,일식,202114.7609,446461.1082
280166,1,영업/정상,1,영업,서울특별시 강남구 삼성동 144-8번지 ,서울특별시 강남구 테헤란로79길 9 지상1층 (삼성동),6158,코인커피,U,2019.12.28 2:40,기타,204810.926,445025.0198
19715,1,영업/정상,1,영업,서울특별시 강남구 신사동 626-71번지 ,서울특별시 강남구 언주로153길 14 지상2층 (신사동),6024,코_,I,2020.2.15 0:23,일식,202764.6536,446726.4245
279940,1,영업/정상,1,영업,서울특별시 강남구 청담동 70-6 ,서울특별시 강남구 학동로97길 17 지상1층 (청담동),6072,코자차,U,2021.2.10 2:40,한식,204810.6561,446518.0206
284881,1,영업/정상,1,영업,서울특별시 강남구 논현동 112-12번지 지상1층 ,서울특별시 강남구 선릉로131길 20 (논현동지상1층),6059,코지,I,2018.8.31 23:59,분식,203406.6544,446147.2606
291268,1,영업/정상,1,영업,서울특별시 강남구 논현동 93-12번지 ,서울특별시 강남구 언주로150길 45 지하1층 (논현동),6055,코지,I,2019.6.15 2:21,기타,203286.3068,446647.5744
283349,1,영업/정상,1,영업,서울특별시 강남구 도곡동 514-4번지 ,서울특별시 강남구 논현로32길 5 1층 104호 (도곡동),6296,코지 코너,U,2019.7.17 2:40,기타,203698.9761,442424.2823
287336,1,영업/정상,1,영업,서울특별시 강남구 도곡동 417번지 지상2층 ,서울특별시 강남구 논현로38길 36 지상2층 (도곡동),6296,코지로,U,2020.5.3 2:40,한식,203884.512,442586.2478
288374,1,영업/정상,1,영업,서울특별시 강남구 청담동 89번지 ,서울특별시 강남구 압구정로60길 21 에이동 5층 (청담동),6016,코지마,I,2018.8.31 23:59,일식,203636.465,447079.975
282260,1,영업/정상,1,영업,서울특별시 강남구 신사동 535-22 ,서울특별시 강남구 가로수길 31-5 지하1층 103호 (신사동),6034,코지아일랜드(Cozy Island),I,2020.7.12 0:23,기타,201931.209,446453.8209
288514,1,영업/정상,1,영업,서울특별시 강남구 신사동 554번지 ,서울특별시 강남구 논현로159길 57 지상101호 (신사동 옥인빌딩),6033,코지코지,I,2018.8.31 23:59,한식,202027.7837,446592.7254
287729,1,영업/정상,1,영업,서울특별시 강남구 수서동 714-1번지 지하1층 B02호 ,서울특별시 강남구 밤고개로1길 22 지하1층 B02호 (수서동),6349,코칭,I,2018.8.31 23:59,경양식,209013.0959,442929.5414
290213,1,영업/정상,1,영업,서울특별시 강남구 신사동 642-27번지 1층 ,서울특별시 강남구 언주로168길 37 (신사동1층),6017,코코노체,I,2018.8.31 23:59,경양식,203175.2215,447084.6901
286307,1,영업/정상,1,영업,서울특별시 강남구 청담동 80-12번지 ,서울특별시 강남구 압구정로 434-3 지상1층 (청담동),6015,코코모이,I,2018.8.31 23:59,기타,203862.4801,447126.9422
282768,1,영업/정상,1,영업,서울특별시 강남구 청담동 73 진흥아파트 ,서울특별시 강남구 학동로 513 지상1층 1호 (청담동 진흥아파트),6074,코코앤빈스(coco n' beans),I,2021.10.14 0:22,기타,204692.3924,446410.6956
279962,1,영업/정상,1,영업,서울특별시 강남구 논현동 83-20 ,서울특별시 강남구 학동로37길 23 지하1층 (논현동),6053,코코여성사우나,I,2021.1.7 0:23,한식,202962.7719,446064.8522
283613,1,영업/정상,1,영업,서울특별시 강남구 신사동 533-9번지 주경빌딩1층남쪽 ,서울특별시 강남구 압구정로12길 32-6 (신사동주경빌딩1층남쪽),6028,코코요,I,2018.8.31 23:59,경양식,201898.9116,446628.7528
291394,1,영업/정상,1,영업,서울특별시 강남구 신사동 662-7번지 지상1층 101호 ,서울특별시 강남구 선릉로161길 21-4 지상1층 101호 (신사동),6018,코코이찌방야 압구정로데오점,U,2019.2.17 2:40,일식,203330.6855,447215.1879
287196,1,영업/정상,1,영업,서울특별시 강남구 신사동 656-7 ,서울특별시 강남구 선릉로155길 23-3 지상1층 (신사동),6019,코타(KOTA),U,2020.7.2 2:40,경양식,203261.1046,447016.636
289941,1,영업/정상,1,영업,서울특별시 강남구 역삼동 776-18번지 지상1층104호 ,서울특별시 강남구 논현로68길 4 (역삼동지상1층104호),6228,코페아,I,2018.8.31 23:59,경양식,203500.9516,443584.8332
285218,1,영업/정상,1,영업,서울특별시 강남구 논현동 70-1 지하1층 ,서울특별시 강남구 언주로147길 9-3 (논현동지하1층),6050,콘서트,U,2022.1.21 2:40,경양식,202912.33,446391.535
280593,1,영업/정상,1,영업,서울특별시 강남구 신사동 517-25 ,서울특별시 강남구 도산대로11길 31-7 지하1층 102호 (신사동),6034,콘유,U,2020.8.9 2:40,경양식,201864.3225,446329.7305
282462,1,영업/정상,1,영업,서울특별시 강남구 청담동 3번지 삼성생명 ,서울특별시 강남구 도산대로 420 삼성생명 지상3층 322호 (청담동),6062,콘타이,I,2018.8.31 23:59,외국음식전문점(인도태국등),203608.9232,446765.2337
291285,1,영업/정상,1,영업,서울특별시 강남구 신사동 652-1 ,서울특별시 강남구 도산대로49길 10-2 지상2층 (신사동),6019,콘피에르(Confier),U,2021.3.19 2:40,외국음식전문점(인도태국등),203251.3544,446816.1247
291170,1,영업/정상,1,영업,서울특별시 강남구 신사동 504-11,서울특별시 강남구 강남대로 652 지상1층 106호 (신사동),6027,콜렉터 제로원,I,2021.12.4 22:00,기타,201620.4462,446358.5428
284946,1,영업/정상,1,영업,서울특별시 강남구 청담동 93-11 원일빌딩 ,서울특별시 강남구 압구정로80길 34 원일빌딩 지하2층 (청담동),6016,콜룸바 청담(kolumba청담),U,2021.12.24 2:40,기타,203816.085,446946.905
286462,1,영업/정상,1,영업,서울특별시 강남구 신사동 661-10 지하1층 ,서울특별시 강남구 압구정로50길 5-12 (신사동지하1층),6018,콜마인(Coal Mine),U,2021.12.19 2:40,경양식,203405.2905,447261.1356
291017,1,영업/정상,1,영업,서울특별시 강남구 역삼동 813-9 ,서울특별시 강남구 강남대로102길 13-8 1층 (역삼동),6123,콤마커피,U,2020.8.14 2:40,기타,202289.2264,444472.9827
79281,1,영업/정상,1,영업,서울특별시 강남구 신사동 566-1,서울특별시 강남구 도산대로25길 46 지상1층 102호 (신사동),6032,콤팩트 레코드 바(Kompakt Record Bar),U,2021.12.7 22:00,기타,202229.32,446702.6249
